,Labeled Data,DataRow ID,Compassion,Aggression,Count
471,"Then thus: Edward the Third, my lords, had seven sons: The first, Edward the Black Prince, Prince of Wales; The second, William of Hatfield, and the third, Lionel Duke of Clarence: next to whom Was John of Gaunt, the Duke of Lancaster; The fifth was Edmund Langley, Duke of York; The sixth was Thomas of Woodstock, Duke of Gloucester; William of Windsor was the seventh and last. Edward the Black Prince died before his father And left behind him Richard, his only son, Who after Edward the Third's death reign'd as king; Till Henry Bolingbroke, Duke of Lancaster, The eldest son and heir of John of Gaunt, Crown'd by the name of Henry the Fourth, Seized on the realm, deposed the rightful king, Sent his poor queen to France, from whence she came, And him to Pomfret; where, as all you know, Harmless Richard was murder'd traitorously.",ckqi3joo9e8ao0yu36xsg5098,2.0,0.0,4
472,"Then yield thee coward, And live to be the show and gaze o'th' time. We'll have thee as our rarer monsters are Painted upon a pole and underwrit, ""Here may you see the tyrant.""",ckqi3jopoeama0yu31ktq476v,0.0,4.0,4
473,"There is among the Greeks Achilles, a better man than Troilus.",ckqi3joome99y0yu3752ubk84,1.0,0.0,3
474,"There is something in the wind, that we cannot get in.",ckqi3jopfeag10yu3g4hq2yo9,0.0,0.0,2
475,"There's none but witches do inhabit here; And therefore 'tis high time that I were hence. She that doth call me husband, even my soul Doth for a wife abhor. But her fair sister, Possess'd with such a gentle sovereign grace, Of such enchanting presence and discourse, Hath almost made me traitor to myself: But, lest myself be guilty to self-wrong, I'll stop mine ears against the mermaid's song.",ckqi3joofe8ls0yu30a3c25ma,2.0,1.0,2
476,"There, my lord: The high promotion of his grace of Canterbury; Who holds his state at door, 'mongst pursuivants, Pages, and footboys.",ckqi3jooke91h0yu33td1439s,1.0,0.0,3
477,"Therefore he will be, Timon: His honesty rewards him in itself; It must not bear my daughter.",ckqi3jopqeatn0yu3dor80szy,1.0,0.0,3
478,"Therefore, as you unwind her love from him, Lest it should ravel and be good to none, You must provide to bottom it on me; Which must be done by praising me as much As you in worth dispraise Sir Valentine.",ckqi3jopeea9d0yu317fmbyly,0.0,0.0,4
479,They are all welcome. What watchful cares do interpose themselves Betwixt your eyes and night?,ckqi3joope9j40yu3f83n3pe2,2.0,0.0,4
480,Think you so? Which way do you judge my wit would fly?,ckqi3jopueb920yu30vf57mnd,0.0,0.0,3
481,This Caesar was a tyrant.,ckqi3joope9m10yu349m18oli,0.0,2.0,3
482,"This Sir John, cousin, that comes hither anon about soldiers?",ckqi3joo6e85j0yu37mwl5amt,0.0,0.0,3
483,This Trojan scorns us; or the men of Troy Are ceremonious courtiers.,ckqi3joo9e8bx0yu38nuz0ss4,0.0,0.0,3
484,"This gentleman, the prince's near ally, My very friend, hath got his mortal hurt In my behalf; my reputation stain'd With Tybalt's slander,--Tybalt, that an hour Hath been my kinsman! O sweet Juliet, Thy beauty hath made me effeminate And in my temper soften'd valour's steel!",ckqi3jopzebsx0yu3a9mj188l,2.0,0.0,2
485,"This is a slave, whose easy-borrowed pride Dwells in the sickly grace of her he follows. Out, varlet, from my sight.",ckqi3jopseb290yu3hlgb3ykj,0.0,2.0,2
486,"This is practice, Gloucester. By th'law of war thou wast not bound to answer An unknown opposite. Thou art not vanquished, But cozened and beguiled.",ckqi3jopteb420yu3h8155tt5,0.0,3.0,4
487,"This is the prettiest low-born lass that ever Ran on the green-sward: nothing she does or seems But smacks of something greater than herself, Too noble for this place.",ckqi3jopneak20yu3cytu4x5j,2.0,0.0,2
488,This is the strangest tale that ever I heard.,ckqi3joooe9gh0yu3c3zi55ud,0.0,0.0,2
489,"This purse of ducats I received from you, And Dromio, my man, did bring them me. I see we still did meet each other's man, And I was ta'en for him, and he for me, And thereupon these errors are arose. ANTIPHOLUS",ckqi3joo8e87w0yu32mrkbeve,0.0,0.0,3
490,Thou art an old love-monger and speakest skilfully.,ckqi3jop8e9s50yu3hkn348wy,2.0,0.0,3
491,"Thou canst not speak of that thou dost not feel: Wert thou as young as I, Juliet thy love, An hour but married, Tybalt murdered, Doting like me and like me banished, Then mightst thou speak, then mightst thou tear thy hair, And fall upon the ground, as I do now, Taking the measure of an unmade grave.",ckqi3jooee8ke0yu3034nf0af,0.0,0.0,3
492,Thou dost not speak so much.,ckqi3joooe9ia0yu327cb9y2r,0.0,0.0,4
493,"Thou sayest true: 'tis not our bringing up of poor bastards,--as, I think, I have brought up some eleven--",ckqi3joone9d50yu365377im9,0.0,0.0,3
494,"Thou shalt get kings, though thou be none. So all hail Macbeth and Banquo.",ckqi3joole97g0yu34j3t8l7n,0.0,0.0,3
495,"Though Page be a secure fool and stands so  firmly on his wife's frailty, yet I cannot put off my o pinion so easily. She was in his company at Page's house,  and what they made there, I know not. Well, I will look  further into't, and I have a disguise to sound Falstaff. If  I find her honest, I lose not my labor. If she be other wise, 'tis labor well bestowed. Exit.",ckqi3jopoeaod0yu38qtl0bkp,0.0,0.0,3
496,"Thus do they, sir: they take the flow o' the Nile By certain scales i' the pyramid; they know, By the height, the lowness, or the mean, if dearth Or foison follow: the higher Nilus swells, The more it promises: as it ebbs, the seedsman Upon the slime and ooze scatters his grain, And shortly comes to harvest.",ckqi3jopfeaf70yu3c5im18r4,0.0,0.0,2
497,"Thus far, with rough and all-unable pen, Our bending author hath pursued the story, In little room confining mighty men, Mangling by starts the full course of their glory. Small time, but in that small most greatly lived This star of England: Fortune made his sword; By which the world's best garden be achieved, And of it left his son imperial lord. Henry the Sixth, in infant bands crown'd King Of France and England, did this king succeed; Whose state so many had the managing, That they lost France and made his England bleed: Which oft our stage hath shown; and, for their sake, In your fair minds let this acceptance take.",ckqi3jopgeahf0yu33f1f64lm,2.0,0.0,4
498,"Thy mistress' marks? what mistress, slave, hast thou?",ckqi3joohe8uj0yu30ptp7rlp,0.0,2.0,3
499,Thy wit is a very bitter sweeting; it is a most sharp sauce.,ckqi3joo9e8at0yu3bs3phtcr,0.0,0.0,3
500,Till then I'll keep him dark and safely lock'd.,ckqi3joo7e86d0yu3axpg3bqx,0.0,1.0,3
501,"Titinius is enclosèd round about With horsemen that make to him on the spur, Yet he spurs on. Now they are almost on him! Now, Titinius! Now some light. Oh, he lights too. He's ta'en! And hark! They shout for joy.",ckqi3joobe8hc0yu3d19v7a6j,0.0,0.0,2
502,To Lacedaemon did my land extend.,ckqi3jopoeal60yu35w0b7a95,0.0,0.0,3
503,"To fetch her fan, her gloves, her mask, nor nothing?",ckqi3jooke94j0yu37cg5bwps,0.0,0.0,4
504,To move wild laughter in the throat of death? It cannot be; it is impossible: Mirth cannot move a soul in agony.,ckqi3joo8e8810yu31kgj5khl,0.0,1.0,2
505,"To this effect, Achilles, have I moved you: A woman impudent and mannish grown Is not more loathed than an effeminate man In time of action. I stand condemn'd for this; They think my little stomach to the war And your great love to me restrains you thus: Sweet, rouse yourself; and the weak wanton Cupid Shall from your neck unloose his amorous fold, And, like a dew-drop from the lion's mane, Be shook to air.",ckqi3jop7e9rl0yu36u7jehvh,0.0,2.0,4
506,Too bitter is thy jest. Are we betray'd thus to thy over-view?,ckqi3joole94y0yu3gm3qgqsv,0.0,3.0,4
507,"Truly, shepherd, in respect of itself, it is a good life, but in respect that it is a shepherd's life, it is naught. In respect that it is solitary, I like it very well; but in respect that it is private, it is a very vile life. Now, in respect it is in the fields, it pleaseth me well; but in respect it is not in the court, it is tedious. As is it a spare life, look you, it fits my humour well; but as there is no more plenty in it, it goes much against my stomach. Hast any philosophy in thee, shepherd?",ckqi3joofe8o50yu30nd55zug,0.0,0.0,3
508,"Truly, sir, I think you'll hardly win her.",ckqi3jopoeao30yu3cqg1cisw,0.0,0.0,2
509,"Turn head, and stop pursuit; for coward dogs Most spend their mouths when what they seem to threaten Runs far before them. Good my sovereign, Take up the English short, and let them know Of what a monarchy you are the head: Self-love, my liege, is not so vile a sin As self-neglecting.",ckqi3joone9eo0yu33pks87p1,0.0,3.0,4
510,"Tush, man, abodements must not now affright us: By fair or foul means we must enter in, For hither will our friends repair to us.",ckqi3joppeapc0yu36324cngr,0.0,0.0,1
511,"Tyre, I now look from thee then, and to Tarsus Intend my travel, where I'll hear from thee; And by whose letters I'll dispose myself. The care I had and have of subjects' good On thee I lay whose wisdom's strength can bear it. I'll take thy word for faith, not ask thine oath: Who shuns not to break one will sure crack both: But in our orbs we'll live so round and safe, That time of both this truth shall ne'er convince, Thou show'dst a subject's shine, I a true prince.",ckqi3jopcea4x0yu3gzqygymp,1.0,0.0,4
512,"Unhappy fortune! by my brotherhood, The letter was not nice but full of charge Of dear import, and the neglecting it May do much danger. Friar John, go hence; Get me an iron crow, and bring it straight Unto my cell.",ckqi3jooae8e00yu3g1la1uct,0.0,0.0,3
513,"Unhappy that I am, I cannot heave My heart into my mouth. I love your majesty According to my bond, no more nor less.",ckqi3jop9e9wl0yu3ev96ei7c,2.0,0.0,3
514,"Unless I have mista'en his colours much, Which well I am assured I have not done, His regiment lies half a mile at least South from the mighty power of the king.",ckqi3jopxebkq0yu37i5mbpxc,0.0,0.0,3
515,"Upon his many protestations to marry me when his wife was dead, I blush to say it, he won me. Now is the Count Rousillon a widower: his vows are forfeited to me, and my honour's paid to him. He stole from Florence, taking no leave, and I follow him to his country for justice: grant it me, O king! in you it best lies; otherwise a seducer flourishes, and a poor maid is undone. DIANA CAPILET.",ckqi3jopreawu0yu3egvfh87n,0.0,2.0,3
516,"Verona, for a while I take my leave, To see my friends in Padua, but of all My best beloved and approved friend, Hortensio; and I trow this is his house. Here, sirrah Grumio; knock, I say.",ckqi3jopteb6k0yu366d35yrj,2.0,0.0,3
517,"Very vilely in the morning, when he is sober, and most vilely in the afternoon, when he is drunk: when he is best, he is a little worse than a man, and when he is worst, he is little better than a beast: and the worst fall that ever fell, I hope I shall make shift to go without him.",ckqi3joope9lm0yu343jleg92,0.0,1.0,3
518,"We arrest your word. Boyet, you can produce acquittances For such a sum from special officers Of Charles his father.",ckqi3jopqeauw0yu3d5ha67w7,0.0,0.0,3
519,We do remember; but our argument Is all too heavy to admit much talk.,ckqi3jopxebjw0yu35y3h3ldm,0.0,0.0,3
520,"We know thy charge, Brakenbury, and will obey.",ckqi3joore9qh0yu3dwz31wny,0.0,0.0,3
521,"We shall find a time, Audrey; patience, gentle Audrey.",ckqi3jopseb0l0yu3ajpzbsmp,1.0,0.0,3
522,"We were not born to sue, but to command; Which since we cannot do to make you friends, Be ready, as your lives shall answer it, At Coventry, upon Saint Lambert's day: There shall your swords and lances arbitrate The swelling difference of your settled hate: Since we can not atone you, we shall see Justice design the victor's chivalry. Lord marshal, command our officers at arms Be ready to direct these home alarms.",ckqi3joohe8s10yu3cr4o8kt4,0.0,3.0,4
523,We will not meddle with him till he come; for his presence must be the whip of the other.,ckqi3joo6e85e0yu39lhcafla,0.0,1.0,4
524,"We'll have this song out anon by ourselves: my father and the gentlemen are in sad talk, and we'll not trouble them. Come, bring away thy pack after me. Wenches, I'll buy for you both. Pedlar, let's have the first choice. Follow me, girls.",ckqi3jooje90x0yu35np8frs4,1.0,0.0,4
525,We'll mutiny!,ckqi3jooqe9nk0yu302g12xqb,0.0,3.0,4
526,"Welcome, Ancient Pistol. Here, Pistol, I charge you with a cup of sack: do you discharge upon mine hostess.",ckqi3jooqe9oe0yu3832o03b4,0.0,1.0,3
527,"Welcome, Sir Walter Blunt; and would to God You were of our determination! Some of us love you well; and even those some Envy your great deservings and good name, Because you are not of our quality, But stand against us like an enemy.",ckqi3jopxebin0yu3b0hp0882,2.0,0.0,3
528,"Well met, well met, Master Antipholus. I see, sir, you have found the goldsmith now: Is that the chain you promised me to-day? ANTIPHOLUS",ckqi3jopteb4w0yu3bgat351r,0.0,0.0,4
529,"Well run, Thisby.",ckqi3joone9cb0yu3afqm1dkh,0.0,0.0,3
530,"Well said, brazen-face, hold it out! -- Come forth,  sirrah.",ckqi3joo5e83v0yu33slb1fo7,0.0,0.0,3
531,"Well, I'll go with thee: provide us all things necessary and meet me to-morrow night in Eastcheap; there I'll sup. Farewell.",ckqi3jop9e9wv0yu304b4732w,0.0,0.0,3
532,"Well, I'll make excuse.",ckqi3jopyebnx0yu335fd50c5,0.0,0.0,3
533,"Well, Suffolk, thou shalt not see me blush Nor change my countenance for this arrest: A heart unspotted is not easily daunted. The purest spring is not so free from mud As I am clear from treason to my sovereign: Who can accuse me? wherein am I guilty?",ckqi3jooie8w20yu3hmhg5vw6,0.0,0.0,4
534,"Well, you may fear too far.",ckqi3jooce8ig0yu370zibwfa,0.0,0.0,3
535,"What can you vouch against him, Signior Lucio? Is this the man that you did tell us of?",ckqi3jopwebga0yu35hso3vef,0.0,0.0,3
536,"What can'st tell, boy?",ckqi3jopdea5w0yu35f5k83cj,0.0,0.0,2
537,"What dangerous action, stood it next to death, Would I not undergo for one calm look! O, 'tis the curse in love, and still approved, When women cannot love where they're beloved!",ckqi3jopdea5c0yu3bt559yau,0.0,1.0,4
538,"What doth she say, my Lord of Buckingham?",ckqi3jopcea2k0yu32gtjawtb,0.0,0.0,3
539,"What is it, my good friends?",ckqi3jopdea700yu32x3o71xb,1.0,0.0,3
540,What makes this change?,ckqi3jooje8ze0yu38cpl97v4,0.0,0.0,3
541,What means this?,ckqi3joohe8ta0yu3dlr76zbs,0.0,0.0,3
542,What men of name are slain on either side?,ckqi3jooge8rc0yu3gyp42g91,0.0,0.0,3
543,"What needs this iterance, woman?  I say, thy husband.",ckqi3jopreaw50yu32ykm421b,0.0,0.0,3
544,"What proclamation, man?",ckqi3jopdea520yu3djo2bihy,0.0,0.0,3
545,"What say ye, countrymen? will ye relent, And yield to mercy whilst 'tis offer'd you; Or let a rebel lead you to your deaths? Who loves the king and will embrace his pardon, Fling up his cap, and say 'God save his majesty!' Who hateth him and honours not his father, Henry the Fifth, that made all France to quake, Shake he his weapon at us and pass by.",ckqi3jopyebmt0yu33euc0dx1,0.0,2.0,3
546,"What say you, lords? Why, this was quite forgot.",ckqi3jopoean90yu39yj302gi,0.0,0.0,3
547,What says our general?,ckqi3jopseb0g0yu33hrq11t3,0.0,0.0,4
548,What villain madam?,ckqi3jopdea6q0yu32jy4cp3i,0.0,0.0,2
549,What's that to us? The time goes by. Away!,ckqi3jopbea0m0yu32jly5gb8,0.0,0.0,3
550,What's the newest grief?,ckqi3joope9kx0yu3h4kcbdla,0.0,0.0,2
551,"What, I prithee, might be the cause?",ckqi3jopreayx0yu3ffwne6b4,0.0,0.0,3
552,"What, is the king encamped?",ckqi3jopueba60yu368xt9j82,0.0,0.0,3
553,"When I was born: Never was waves nor wind more violent; And from the ladder-tackle washes off A canvas-climber. 'Ha!' says one, 'wilt out?' And with a dropping industry they skip From stem to stern: the boatswain whistles, and The master calls, and trebles their confusion.",ckqi3jopeea9i0yu3cm3w610c,0.0,0.0,3
554,When came he to this town?,ckqi3jopvebcy0yu38z6bcumg,0.0,0.0,4
555,"When the sun sets, the air doth drizzle dew; But for the sunset of my brother's son It rains downright. How now! a conduit, girl? what, still in tears? Evermore showering? In one little body Thou counterfeit'st a bark, a sea, a wind; For still thy eyes, which I may call the sea, Do ebb and flow with tears; the bark thy body is, Sailing in this salt flood; the winds, thy sighs; Who, raging with thy tears, and they with them, Without a sudden calm, will overset Thy tempest-tossed body. How now, wife! Have you deliver'd to her our decree?",ckqi3jopxeblf0yu3fgkicqox,2.0,0.0,4
556,"Where is he, hear you?",ckqi3jopgeaio0yu378vj6ixq,0.0,0.0,3
557,"Where is thy leather apron and thy rule? What dost thou with thy best apparel on? You, sir, what trade are you?",ckqi3jopqeavb0yu3150fa3qf,0.0,0.0,3
558,"Where stood Belgia, the Netherlands?",ckqi3jopoeaoi0yu3f27uc0cf,0.0,0.0,2
559,"Where's Potpan, that he helps not to take away? He shift a trencher? he scrape a trencher!",ckqi3joobe8f40yu3f2ht3vvg,0.0,1.0,4
560,Which is that adversary?,ckqi3joooe9fx0yu36e0hhbpd,0.0,0.0,3
561,"Which reformation must be sudden too, My noble lords; for those that tame wild horses Pace 'em not in their hands to make 'em gentle, But stop their mouths with stubborn bits, and spur 'em, Till they obey the manage. If we suffer, Out of our easiness and childish pity To one man's honour, this contagious sickness, Farewell all physic: and what follows then? Commotions, uproars, with a general taint Of the whole state: as, of late days, our neighbours, The upper Germany, can dearly witness, Yet freshly pitied in our memories.",ckqi3jooae8ef0yu3hx511rvw,0.0,3.0,3
562,Whither?,ckqi3jopqeaw00yu36dec5d33,0.0,0.0,3
563,Who didst thou leave to tend his majesty?,ckqi3jopqease0yu37613gpvl,0.0,0.0,3
564,"Who is this? my niece, that flies away so fast! Cousin, a word; where is your husband? If I do dream, would all my wealth would wake me! If I do wake, some planet strike me down, That I may slumber in eternal sleep! Speak, gentle niece, what stern ungentle hands Have lopp'd and hew'd and made thy body bare Of her two branches, those sweet ornaments, Whose circling shadows kings have sought to sleep in, And might not gain so great a happiness As have thy love? Why dost not speak to me? Alas, a crimson river of warm blood, Like to a bubbling fountain stirr'd with wind, Doth rise and fall between thy rosed lips, Coming and going with thy honey breath. But, sure, some Tereus hath deflowered thee, And, lest thou shouldst detect him, cut thy tongue. Ah, now thou turn'st away thy face for shame! And, notwithstanding all this loss of blood, As from a conduit with three issuing spouts, Yet do thy cheeks look red as Titan's face Blushing to be encountered with a cloud. Shall I speak for thee? shall I say 'tis so? O, that I knew thy heart; and knew the beast, That I might rail at him, to ease my mind! Sorrow concealed, like an oven stopp'd, Doth burn the heart to cinders where it is. Fair Philomela, she but lost her tongue, And in a tedious sampler sew'd her mind: But, lovely niece, that mean is cut from thee; A craftier Tereus, cousin, hast thou met, And he hath cut those pretty fingers off, That could have better sew'd than Philomel. O, had the monster seen those lily hands Tremble, like aspen-leaves, upon a lute, And make the silken strings delight to kiss them, He would not then have touch'd them for his life! Or, had he heard the heavenly harmony Which that sweet tongue hath made, He would have dropp'd his knife, and fell asleep As Cerberus at the Thracian poet's feet. Come, let us go, and make thy father blind; For such a sight will blind a father's eye: One hour's storm will drown the fragrant meads; What will whole months of tears thy father's eyes? Do not draw back, for we will mourn with thee O, could our mourning ease thy misery!",ckqi3jopqeat80yu3dr3tg1vf,2.0,2.0,3
565,Who is't that cried?,ckqi3jooge8pt0yu3c82x0a2x,0.0,0.0,2
566,"Who keeps the gate here, ho? Where is the earl?",ckqi3jopueb8i0yu3blvqf1ez,0.0,0.0,4
567,"Who made thee, then, a bloody minister, When gallant-springing brave Plantagenet, That princely novice, was struck dead by thee?",ckqi3joppeark0yu3ahjv59b4,0.0,1.0,3
568,"Who's there, ha?",ckqi3joppearz0yu33fo3gr67,0.0,0.0,3
569,"Who, in this kind of merry fooling, am nothing  to you; so you may continue and laugh at nothing still!",ckqi3jopeeab10yu3921c193u,0.0,0.0,3
570,Whose was't?,ckqi3jopfeaf20yu30c4haaz5,0.0,0.0,3
571,Why ask you?  Hear you ought of her in yours?,ckqi3joore9qr0yu31tcsbage,0.0,0.0,4
572,Why do the emperor's trumpets flourish thus?,ckqi3jopgeahu0yu3cv3v7m3y,0.0,0.0,4
573,Why dost thou call them knaves? thou know'st them not.,ckqi3jooge8oz0yu3go8qdvi6,0.0,0.0,2
574,"Why, Buckingham, I say, I would be king,",ckqi3joq1ebwj0yu3bz8j11gk,0.0,0.0,2
575,"Why, headstrong liberty is lash'd with woe. There's nothing situate under heaven's eye But hath his bound, in earth, in sea, in sky: The beasts, the fishes, and the winged fowls, Are their males' subjects and at their controls: Men, more divine, the masters of all these, Lords of the wide world and wild watery seas, Indued with intellectual sense and souls, Of more preeminence than fish and fowls, Are masters to their females, and their lords: Then let your will attend on their accords.",ckqi3joo7e86n0yu3ec3ig2tj,0.0,0.0,3
576,"Why, how now, sons and brother! at a strife? What is your quarrel? how began it first?",ckqi3jopreaxe0yu38exkciaf,0.0,0.0,2
577,"Why, now blow wind! Swell billow!  And swim bark! The storm is up, and all is on the hazard!",ckqi3jopfeacp0yu3261zes9e,0.0,0.0,3
578,"Why, of mankind.",ckqi3jopgeaj80yu3fb4q868m,0.0,0.0,2
579,"Why, she hath a face of her own.",ckqi3joppeaos0yu3b5rqgwvh,0.0,0.0,3
580,"Why, she's neither fish nor flesh; a man knows not where to have her.",ckqi3jopoealv0yu3106lbran,0.0,1.0,4
581,"Why, sir, her name's a word, and to dally with  that word might make my sister wanton. But indeed,  words are very rascals since bonds disgraced them.",ckqi3jopwebem0yu346d4fdyo,0.0,0.0,3
582,"Why, sir, if I cannot serve you, I can serve as great a prince as you are.",ckqi3joope9kd0yu37hmz0fgo,1.0,0.0,3
583,"Why, then I see A very valiant rebel of the name. I am the Prince of Wales; and think not, Percy, To share with me in glory any more: Two stars keep not their motion in one sphere; Nor can one England brook a double reign, Of Harry Percy and the Prince of Wales.",ckqi3joo6e85t0yu37kyghmb0,0.0,2.0,4
584,"Why, then, how stands the matter with them?",ckqi3jooie8x10yu39u053mxn,0.0,0.0,3
585,"Why, thou hast put him in such a dream that  when the image of it leaves him he must run mad.",ckqi3jopseb010yu36msq5cnu,0.0,0.0,4
586,"Why, what have you to do whither they  bear it? You were best meddle with buck-washing!",ckqi3jopxeblk0yu3gpa8hbpx,0.0,1.0,3
587,"Why, you speak like an ancient and most quiet watchman; for I cannot see how sleeping should offend: only, have a care that your bills be not stolen. Well, you are to call at all the ale-houses, and bid those that are drunk get them to bed.",ckqi3jopseb1p0yu32mpk4ebm,0.0,0.0,3
588,"Why? For filling a bottle with a tundish. I would the duke we talk of were returned again: the ungenitured agent will unpeople the province with continency; sparrows must not build in his house-eaves, because they are lecherous. The duke yet would have dark deeds darkly answered; he would never bring them to light: would he were returned! Marry, this Claudio is condemned for untrussing. Farewell, good friar: I prithee, pray for me. The duke, I say to thee again, would eat mutton on Fridays. He's not past it yet, and I say to thee, he would mouth with a beggar, though she smelt brown bread and garlic: say that I said so. Farewell.",ckqi3jopxebkg0yu3f4s2avo8,0.0,1.0,2
589,Will not you go?,ckqi3jooqe9pn0yu3gg5oc358,0.0,0.0,3
590,Will she go now to bed?,ckqi3jooae8ea0yu3212pexjf,0.0,0.0,4
591,Will you shog off? I would have you solus.,ckqi3joome99e0yu38tct89bm,0.0,3.0,4
592,"Woe that too late repents. Is it your will? Speak, sir. Prepare my horses. Ingratitude! Thou marble-hearted fiend, More hideous when thou show'st thee in a child Than the sea-monster.",ckqi3joohe8rm0yu3aovw5oxv,0.0,4.0,4
593,Would all were well! but that will never be I fear our happiness is at the highest.,ckqi3jooqe9p80yu3b46dcg73,0.0,0.0,3
594,Would it apply well to the vehemency of your  affection that I should win what you would enjoy? Me thinks you prescribe to yourself very preposterously.,ckqi3jopdea6b0yu31myufw6n,0.0,2.0,2
595,"Wouldst thou withdraw it? for what purpose, love?",ckqi3jooqe9mq0yu3gblfbqee,1.0,0.0,4
596,"Yea, and my father.",ckqi3jopfeaen0yu3cjai3p82,0.0,0.0,3
597,"Yea, and you knew me, as you did when you ran away by Gad's-hill: you knew I was at your back, and spoke it on purpose to try my patience.",ckqi3joq0ebw40yu30fmp8lvk,0.0,1.0,2
598,"Yea, marry, let's see Bullcalf.",ckqi3joome9940yu39swifs3m,0.0,0.0,3
599,Yes; if there were no other excuse why they should desire to live.,ckqi3joq0ebvp0yu3e5pnatjz,0.0,0.0,3
600,"Yet am I thankful: if my heart were great, 'Twould burst at this. Captain I'll be no more; But I will eat and drink, and sleep as soft As captain shall: simply the thing I am Shall make me live. Who knows himself a braggart, Let him fear this, for it will come to pass that every braggart shall be found an ass. Rust, sword? cool, blushes! and, Parolles, live Safest in shame! being fool'd, by foolery thrive! There's place and means for every man alive. I'll after them.",ckqi3jopteb3n0yu3dhoahvib,2.0,2.0,4
601,"Yet give leave, my lord, That we may bring you something on the way.",ckqi3joo5e8310yu34uai86u6,0.0,0.0,3
602,"Yet he, of all the rest, I think, best loves ye.",ckqi3jop7e9s00yu33l8v0v3l,2.0,0.0,4
603,"Yet once again proclaim it publicly, If any friend will pay the sum for him, He shall not die; so much we tender him.",ckqi3joole97l0yu3cm5wgoeo,0.0,0.0,2
604,"Yet swear not, lest ye be forsworn again.",ckqi3jopzebss0yu3heod2kez,0.0,0.0,3
605,"York, if thou meanest well, I greet thee well.",ckqi3jopeeabv0yu34187bppw,2.0,0.0,3
606,You are one of those Would have him wed again.,ckqi3jop8e9ui0yu37k8f8m43,0.0,0.0,3
607,You dare easier be friends with me than fight with mine enemy.,ckqi3jooge8pe0yu36k1kgdiw,0.0,1.0,2
608,"You do mistake me, sir.",ckqi3jopreax90yu30h2o1if1,0.0,0.0,3
609,"You have it full, Benedick: we may guess by this what you are, being a man. Truly, the lady fathers herself. Be happy, lady; for you are like an honourable father.",ckqi3jopae9zd0yu36f1shzhi,2.0,0.0,3
610,"You have told them home; And, by my troth, you have cause. You'll sup with me?",ckqi3jopvebbf0yu320wngimj,0.0,0.0,3
611,"You have your wish; my will is even this: That presently you hie you home to bed. Thou subtle, perjured, false, disloyal man! Think'st thou I am so shallow, so conceitless, To be seduced by thy flattery, That hast deceived so many with thy vows? Return, return, and make thy love amends. For me, by this pale queen of night I swear, I am so far from granting thy request That I despise thee for thy wrongful suit, And by and by intend to chide myself Even for this time I spend in talking to thee.",ckqi3jooae8dv0yu311lngqii,0.0,4.0,4
612,You know me by my habit.,ckqi3jooie8xv0yu3ewjg3jed,0.0,0.0,2
613,"You must say ""paragon."" A paramour is (God  bless us), a thing of naught.",ckqi3joooe9f80yu3fmledq1s,0.0,0.0,2
614,You shall have anything.,ckqi3joppeaq10yu33y5uaar5,1.0,0.0,3
615,"You sheep, and I pasture: shall that finish the jest?",ckqi3jopfeae80yu3385c3208,0.0,0.0,3
616,You will not own it.,ckqi3joohe8t00yu3bx2g1r9j,0.0,0.0,2
617,"Young prince of Tyre, you have at large received The danger of the task you undertake.",ckqi3joo7e8720yu3696cb1pj,0.0,0.0,3
618,Your good-worship is welcome.,ckqi3jooee8jk0yu3f1t7dt9z,4.0,0.0,4
619,Your grace must wait till you be call'd for.,ckqi3joo9e8bn0yu3gosqbu4j,0.0,0.0,2
620,"Your hand, and yours: Ere in our own house I do shade my head, The good patricians must be visited; From whom I have received not only greetings, But with them change of honours.",ckqi3jooee8ky0yu36fup0fvr,1.0,0.0,2
621,Your highness told me I should post before.,ckqi3joo5e82r0yu3d9u9d1cy,0.0,0.0,2
622,"Your spirits shine through you.  Within this hour at most I will advise you where to plant yourselves, Acquaint you with the perfect spy o'th' time, The moment on't, for't must be done tonight, And something from the palace--always thought That I require a clearness. And with him, To leave no rubs nor botches in the work, Fleance, his son, that keeps him company, Whose absence is no less material to me Than is his father's, must embrace the fate Of that dark hour. Resolve yourselves apart, I'll come to you anon.",ckqi3jop8e9to0yu3g97hepjm,0.0,1.0,3
623,"Your wit's too hot, it speeds too fast, 'twill tire.",ckqi3joo5e8400yu35ndh5i70,0.0,1.0,2
624,"Yours, if you talk of tails: and so farewell.",ckqi3jop9e9w60yu3d76scos4,0.0,0.0,3
